S 388.8 1 63.6
S 562.2 1 36.7
S 694.1 1 3.0
S 1254.7 1 47.1
S 1341.0 1 7.2
S 1421.7 1 65.7
S 1620.3 1 23.2
S 1737.4 1 85.0
S 1950.2 1 86.7
S 2430.5 1 36.1
S 2552.6 1 13.6
S 2731.4 1 96.2
S 2869.6 1 25.9
S 2968.1 1 84.6
S 3113.5 1 60.5
S 3387.0 1 99.4
S 3648.3 1 64.9
S 3941.8 1 1.7
S 4137.3 1 48.5
S 4223.8 1 67.1
S 4514.7 1 41.2
S 4921.6 1 8.1
S 5109.5 1 76.3
S 5781.6 1 29.8
S 6034.7 1 44.9
S 6093.5 1 1.8
S 6487.5 1 58.6
S 6810.2 1 55.9
S 6924.1 1 3.5
S 7361.3 1 18.1
S 7552.2 1 10.9
S 7733.7 1 7.1
S 7873.7 1 18.4
S 7959.8 1 80.6
S 8306.0 1 73.0
S 8611.6 1 28.6
S 8712.2 1 98.6
S 8965.4 1 70.1
S 9086.7 1 46.4
S 9292.8 1 81.0
S 9724.2 1 7.0
S 9840.1 1 62.7
S 9928.6 1 26.8
S 10006.9 1 5.6
S 10453.2 1 98.1
S 10706.5 1 56.3
S 10927.5 1 94.7
S 11110.6 1 19.2
S 11178.5 1 51.5
S 11230.4 1 70.8
S 11453.8 1 45.8
S 12022.3 1 4.4
S 12104.6 1 87.2
S 12376.2 1 50.3
S 12453.7 1 53.1
S 12507.8 1 46.5
S 12600.7 1 67.1
S 13195.0 1 83.2
S 13365.5 1 35.6
S 13492.8 1 72.4
S 13652.8 1 58.4
S 13930.8 1 87.5
S 14169.5 1 86.7
S 14527.0 1 96.5
S 14945.2 1 29.2
S 15065.9 1 53.3
S 15122.6 1 20.5
S 15174.5 1 44.0
S 15273.8 1 71.4
S 15488.8 1 47.1
S 15592.4 1 34.1
S 15644.3 1 9.4
S 15851.8 1 68.8
S 15984.3 1 72.8
S 16243.2 1 83.4
S 16327.6 1 56.5
S 16426.9 1 89.5
S 16520.8 1 24.0
S 16659.0 1 66.1
S 17123.3 1 23.4
S 17197.6 1 76.2
S 17304.8 1 14.3
S 17550.4 1 72.5
S 17870.5 1 30.5
S 17989.4 1 15.7
S 18217.0 1 91.5
S 18650.6 1 94.3
S 19018.7 1 66.9
S 19467.4 1 53.8
S 19599.1 1 15.4
S 19803.6 1 2.2
S 19962.6 1 8.1
S 20203.3 1 9.2
S 20278.1 1 20.2
S 20433.0 1 60.2
S 20574.9 1 47.2
S 21097.7 1 21.2
S 21245.3 1 66.6
S 21331.4 1 45.7
S 21419.7 1 61.0
S 21738.8 1 98.1
S 22035.9 1 39.5
S 22099.3 1 93.6
S 22544.8 1 80.6
S 22628.0 1 4.5
S 22789.1 1 78.1
S 22870.6 1 82.0
S 23258.5 1 71.8
S 23502.7 1 93.7
S 23654.2 1 94.0
S 23834.2 1 29.4
S 23961.2 1 48.9
S 24381.7 1 47.8
S 24590.5 1 79.8
S 24805.9 1 48.7
S 24929.8 1 3.5
S 25013.1 1 56.2
S 25141.9 1 49.1
S 25192.8 1 84.7
S 25783.7 1 75.4
S 25898.9 1 64.2
S 26063.9 1 14.4
S 26138.7 1 91.5
S 26281.1 1 15.1
S 26420.1 1 5.4
S 26564.2 1 74.7
S 26688.4 1 99.2
S 26872.4 1 79.6
S 27181.1 1 9.1
S 27362.1 1 29.3
S 27421.1 1 31.6
S 27478.1 1 88.7
S 27590.0 1 69.2
S 27681.1 1 98.2
S 27785.3 1 13.9
S 27963.2 1 85.1
S 28179.8 1 94.2
S 28322.6 1 0.8
S 28649.6 1 78.2
S 28754.1 1 28.2
S 28946.1 1 88.3
S 29443.2 1 2.9
S 30086.4 1 0.8
S 30227.7 1 11.6
S 30442.8 1 4.4
S 30576.9 1 39.6
S 30693.3 1 88.6
S 30910.7 1 41.1
S 31109.0 1 32.8
S 31485.9 1 46.4
S 31535.9 1 41.0
S 31588.4 1 72.1
S 31736.8 1 32.3
S 32258.6 1 78.4
S 32529.9 1 75.7
S 32611.9 1 52.9
S 32809.3 1 27.7
S 32861.2 1 36.4
S 33223.8 1 20.1
S 33349.2 1 97.6
S 34149.0 1 84.6
S 34255.7 1 54.7
S 34419.4 1 74.8
S 34810.8 1 93.0
S 35055.8 1 59.8
S 35250.5 1 3.3
S 35364.7 1 99.0
S 35495.7 1 7.4
S 35802.6 1 8.3
S 36002.7 1 69.4
S 36458.9 1 6.4
S 36684.4 1 71.6
S 37166.1 1 57.7
S 37286.2 1 15.4
S 38006.0 1 37.3
S 38174.4 1 78.3
S 38446.1 1 60.8
S 38513.1 1 81.7
S 38609.0 1 26.5
S 38816.5 1 99.1
S 39139.4 1 18.6
S 39323.1 1 6.3
S 39500.1 1 58.5
S 39919.7 1 27.5
S 40110.2 1 61.0
S 40192.5 1 92.2
S 40554.8 1 16.5
S 40681.2 1 43.7
S 40864.0 1 28.8
S 41546.7 1 93.8
S 41814.7 1 4.9
S 42107.8 1 32.6
S 42180.4 1 94.7
S 42302.4 1 13.4
S 42358.0 1 30.2
S 42437.8 1 39.1
S 42497.3 1 12.5
S 42871.5 1 13.8
S 42994.2 1 74.2
S 43098.2 1 82.0
S 43483.0 1 71.2
S 43648.8 1 83.5
S 43824.2 1 66.2
S 43912.0 1 1.6
S 43981.7 1 52.2
S 44240.1 1 87.5
S 44531.7 1 26.0
S 44590.5 1 8.6
S 44647.5 1 58.3
S 44976.8 1 95.9
S 45133.7 1 29.2
S 45528.9 1 91.4
S 45701.9 1 73.4
S 45790.8 1 59.4
S 46008.6 1 72.3
S 46498.4 1 89.9
S 46642.1 1 4.2
S 47106.1 1 45.5
S 47266.0 1 9.9
S 47438.7 1 69.0
S 47602.6 1 56.9
S 47994.8 1 14.7
S 48120.4 1 53.0
S 48180.5 1 12.3
S 48594.0 1 3.0
S 48738.3 1 93.0
S 48919.6 1 82.3
S 49230.9 1 43.7
S 49326.3 1 82.4
S 49413.6 1 97.8
S 50344.7 1 15.6
S 50414.3 1 4.3
S 50488.7 1 57.9
S 50693.9 1 96.6
S 51072.0 1 5.3
S 51141.4 1 63.8
S 51994.5 1 64.1
S 52147.2 1 1.4
