T 8032 1996 2 118
S 8172 0 30 3 13 2 118
T 78104 19514 2 1163
S 78248 2 31 2 20 0 1163
T 218852 54702 0 3311
S 218932 1 15 2 13 3 3311
S 218988 0 30 1 24 3 3311
T 243384 60834 3 3701
S 243464 1 16 1 25 1 3701
S 243472 0 18 0 26 3 3701
S 243504 2 25 3 29 1 3701
T 284572 71132 1 4346
S 284628 3 10 1 18 2 4346
S 284660 1 17 2 19 1 4346
T 315920 78969 1 4820
S 316020 1 21 0 12 1 4820
S 316076 0 34 2 30 3 4820
T 385036 96248 0 5920
S 385124 2 17 2 27 0 5920
T 429564 107379 2 6604
S 429648 0 17 0 20 3 6604
S 429672 1 22 2 24 1 6604
S 429688 2 27 1 23 0 6604
S 429692 3 27 2 12 1 6604
T 444196 111037 2 6827
S 444280 1 17 0 21 0 6827
T 507928 126971 0 7766
S 507988 3 10 2 18 3 7766
T 529140 132274 0 8081
S 529248 0 23 1 34 0 8081
T 531216 132792 3 8108
S 531304 0 17 2 26 2 8108
S 531308 1 19 1 27 1 8108
T 596008 148990 3 9092
T 621840 155449 1 9493
S 621928 3 17 3 19 2 9493
S 621936 0 19 2 29 3 9493
T 632148 158025 3 9645
T 636904 159215 0 9715
S 636976 3 13 2 34 3 9715
S 637040 1 30 1 26 1 9715
T 667316 166818 0 10190
S 667388 1 14 1 29 0 10190
S 667404 2 17 2 31 3 10190
T 697132 174271 3 10635
S 697252 2 26 1 14 2 10635
T 709712 177416 3 10830
S 709784 0 13 2 29 0 10830
S 709812 1 20 3 16 1 10830
S 709848 3 30 1 19 2 10830
T 728556 182128 0 11114
S 728636 0 15 3 33 2 11114
T 731016 182743 1 11157
S 731104 2 18 0 23 2 11157
T 765412 191341 3 11673
S 765472 2 11 1 13 0 11673
S 765532 0 26 1 25 2 11673
T 768324 192069 3 11715
S 768408 2 17 0 27 2 11715
S 768460 1 29 3 18 3 11715
T 769404 192340 0 11726
S 769556 0 34 0 32 1 11726
T 993316 248317 3 15100
S 993392 3 15 1 21 0 15100
S 993392 0 15 1 16 3 15100
S 993464 2 33 1 29 1 15100
T 1036224 259045 0 15759
S 1036312 2 17 2 26 1 15759
T 1038620 259644 0 15799
S 1038692 0 13 2 26 0 15799
S 1038744 1 26 2 13 2 15799
S 1038748 2 28 0 14 2 15799
T 1095012 273742 0 16675
S 1095068 1 10 1 12 1 16675
S 1095120 0 23 1 31 0 16675
T 1126864 281704 2 17169
S 1126948 2 17 0 33 3 17169
T 1184952 296227 1 18062
S 1185008 1 10 1 18 1 18062
S 1185040 2 17 2 16 2 18062
T 1185812 296442 0 18076
S 1185880 1 13 0 26 3 18076
S 1185892 0 16 1 21 2 18076
S 1185920 2 22 3 32 2 18076
T 1191404 297839 2 18171
S 1191488 2 17 0 34 0 18171
T 1212928 303221 0 18503
S 1213008 1 15 2 32 0 18503
S 1213016 3 17 2 22 3 18503
T 1300044 325000 0 19864
S 1300136 1 19 1 20 0 19864
T 1309464 327355 0 20010
T 1335632 333897 0 20416
S 1335720 1 17 3 21 3 20416
S 1335780 0 33 1 15 3 20416
T 1397328 349321 1 21359
T 1400244 350049 3 21396
S 1400388 1 32 1 30 1 21396
T 1425852 356452 1 21797
S 1425968 3 24 3 33 2 21797
T 1487516 371867 2 22761
S 1487580 3 12 1 33 0 22761
S 1487600 2 17 0 24 1 22761
S 1487660 1 31 3 29 2 22761
S 1487660 3 31 3 34 3 22761
T 1491440 372849 0 22826
S 1491524 2 17 1 27 1 22826
S 1491592 0 33 3 13 0 22826
T 1497528 374371 0 22921
S 1497616 1 17 3 15 2 22921
S 1497660 3 29 0 23 1 22921
T 1512648 378151 1 23144
S 1512736 2 17 2 22 0 23144
T 1520024 379994 2 23258
S 1520108 2 17 0 17 0 23258
T 1521256 380302 2 23279
S 1521340 2 17 0 12 1 23279
S 1521344 0 17 2 28 1 23279
T 1533964 383479 2 23476
S 1534036 0 14 0 26 3 23476
S 1534040 1 14 3 21 3 23476
S 1534048 3 17 0 29 0 23476
T 1541128 385270 3 23581
T 1549748 387425 2 23720
T 1596856 399203 0 24468
S 1596944 2 17 2 17 3 24468
S 1596948 1 18 3 15 0 24468
S 1596952 0 20 0 14 1 24468
T 1608600 402138 2 24648
S 1608684 3 17 0 15 2 24648
S 1608724 1 27 1 34 2 24648
T 1675884 418960 0 25679
S 1676036 3 33 3 16 1 25679
T 1681340 420324 1 25753
S 1681396 3 10 0 27 2 25753
S 1681456 0 25 0 28 0 25753
T 1699584 424884 2 26040
S 1699720 3 29 2 29 2 26040
T 1815776 453932 2 27789
S 1815856 3 15 2 35 3 27789
S 1815928 2 34 1 27 2 27789
S 1815932 3 34 2 22 2 27789
T 1871468 467855 3 28610
S 1871540 0 13 3 26 1 28610
S 1871552 3 17 1 33 3 28610
S 1871568 1 21 1 16 0 28610
T 1876384 469084 2 28683
S 1876468 1 17 0 27 0 28683
S 1876492 3 22 2 30 0 28683
T 1890440 472598 2 28881
S 1890540 0 21 0 28 3 28881
T 1951296 487812 2 29823
S 1951396 3 20 2 28 1 29823
S 1951432 0 29 3 13 3 29823
T 1979172 494781 2 30251
S 1979240 1 13 0 20 1 30251
S 1979244 2 13 3 32 3 30251
T 2052104 513015 1 31331
S 2052188 2 17 1 28 1 31331
S 2052244 1 30 2 17 1 31331
T 2092224 523044 3 31960
S 2092292 0 12 2 12 0 31960
S 2092296 2 13 3 18 2 31960
S 2092308 3 17 0 24 0 31960
S 2092320 1 20 1 29 0 31960
T 2127096 531763 0 32497
S 2127180 0 17 0 29 3 32497
S 2127236 3 30 2 27 3 32497
T 2145888 536460 2 32779
S 2146024 0 29 2 23 2 32779
T 2153332 538322 1 32894
S 2153424 2 18 2 20 1 32894
T 2159400 539839 0 32981
S 2159484 1 16 2 28 0 32981
T 2200344 550074 3 33605
S 2200428 3 17 1 14 3 33605
S 2200456 2 24 1 24 2 33605
T 2213704 553414 2 33812
S 2213788 1 17 0 24 3 33812
S 2213844 0 30 2 29 2 33812
T 2255960 563979 1 34436
S 2256036 1 14 2 19 0 34436
S 2256048 3 17 3 13 1 34436
S 2256060 0 21 0 12 2 34436
T 2267664 566905 1 34628
S 2267752 3 17 3 17 1 34628
T 2275744 568924 3 34744
S 2275820 3 15 0 17 2 34744
T 2281360 570328 3 34827
S 2281512 2 33 3 22 1 34827
S 2281516 0 34 3 27 1 34827
T 2395808 598941 0 36576
S 2395896 0 17 2 25 2 36576
S 2395908 1 21 0 27 1 36576
S 2395940 3 28 3 33 1 36576
T 2459176 614783 0 37547
S 2459240 0 12 1 22 0 37547
T 2482432 620596 3 37908
S 2482516 2 17 1 18 3 37908
S 2482520 0 17 3 27 3 37908
T 2509656 627402 2 38319
S 2509728 2 13 3 30 0 38319
S 2509780 1 27 0 25 1 38319
S 2509804 3 33 0 22 1 38319
T 2511760 627929 1 38348
S 2511828 3 12 3 12 0 38348
T 2518712 629666 3 38444
S 2518864 0 34 1 21 1 38444
T 2551748 637926 0 38958
S 2551812 0 11 2 25 0 38958
S 2551880 2 29 1 25 0 38958
S 2551900 1 33 3 14 2 38958
T 2557328 639320 3 39045
S 2557412 3 17 0 21 2 39045
S 2557480 1 34 1 33 3 39045
T 2623176 655782 2 40057
S 2623296 1 25 3 22 2 40057
T 2657632 664396 2 40606
S 2657692 3 10 2 27 3 40606
T 2672912 668216 3 40837
S 2672996 2 17 1 22 1 40837
S 2673000 3 18 0 16 1 40837
S 2673040 0 27 3 26 3 40837
T 2697172 674282 0 41199
S 2697268 0 19 3 12 1 41199
T 2740192 685036 3 41848
S 2740292 2 20 2 34 2 41848
T 2744704 686164 3 41924
S 2744788 1 17 1 23 0 41924
S 2744812 0 22 2 23 0 41924
T 2769340 692323 2 42306
S 2769432 3 18 3 24 0 42306
S 2769432 2 19 0 27 2 42306
S 2769444 0 21 3 20 0 42306
T 2796940 699224 0 42725
S 2797024 2 16 3 33 1 42725
S 2797044 1 21 3 17 1 42725
T 2806020 701493 2 42853
S 2806104 0 17 0 16 3 42853
T 2891300 722813 3 44203
S 2891384 3 17 1 17 2 44203
T 2955020 738743 2 45182
S 2955096 0 15 0 14 2 45182
S 2955104 1 17 0 31 0 45182
T 2973200 743288 2 45464
T 2991144 747775 0 45744
S 2991232 1 17 2 13 3 45744
T 3111152 777777 0 47614
S 3111276 1 26 2 21 2 47614
S 3111300 3 32 2 20 1 47614
T 3118948 779725 3 47742
S 3119032 3 17 1 17 3 47742
S 3119088 0 31 0 23 3 47742
T 3119464 779854 2 47752
S 3119520 2 10 1 14 2 47752
S 3119612 0 32 3 32 0 47752
T 3177636 794398 1 48622
S 3177700 1 11 2 22 3 48622
S 3177720 3 16 2 32 3 48622
T 3188980 797234 1 48798
S 3189060 3 15 3 13 3 48798
T 3243788 810936 1 49626
S 3243896 1 23 1 18 0 49626
S 3243936 2 33 1 28 0 49626
T 3253704 813414 3 49787
S 3253788 3 17 1 34 3 49787
S 3253824 1 26 0 33 0 49787
T 3309508 827366 1 50661
S 3309596 0 17 3 28 1 50661
S 3309620 3 24 0 23 3 50661
T 3349808 837441 1 51264
S 3349924 3 24 2 21 0 51264
T 3391720 847918 3 51903
S 3391804 1 17 1 31 0 51903
S 3391856 3 30 1 13 1 51903
S 3391872 2 34 1 28 2 51903
T 3447624 861894 2 52780
S 3447684 2 11 1 18 3 52780
T 3458620 864643 2 52947
S 3458704 2 17 0 28 1 52947
S 3458724 0 22 0 27 1 52947
T 3493792 873436 3 53491
S 3493880 2 17 2 24 3 53491
T 3509220 877293 3 53732
S 3509304 1 17 1 26 1 53732
S 3509336 3 24 2 31 2 53732
T 3554008 888490 3 54422
T 3567312 891816 2 54623
S 3567376 2 12 1 25 1 54623
S 3567464 1 34 1 33 1 54623
T 3587204 896789 2 54912
S 3587268 1 12 1 23 3 54912
S 3587340 3 29 2 29 3 54912
S 3587348 0 32 0 22 1 54912
T 3642544 910625 1 55738
S 3642616 0 14 1 21 2 55738
S 3642692 1 32 3 30 0 55738
T 3698656 924653 0 56605
S 3698736 0 15 3 16 1 56605
S 3698800 3 32 0 17 0 56605
T 3765784 941434 2 57635
S 3765852 2 13 1 15 1 57635
S 3765864 0 16 0 22 3 57635
S 3765868 3 16 3 27 2 57635
T 3771440 942848 3 57722
S 3771552 3 23 3 16 0 57722
T 3773464 943355 1 57747
S 3773544 0 16 0 25 1 57747
S 3773552 1 17 3 12 2 57747
T 3781296 945313 0 57865
S 3781356 2 11 0 31 2 57865
S 3781384 1 17 3 14 3 57865
T 3797916 949468 0 58105
S 3798004 0 17 2 32 0 58105
T 3814700 953664 0 58371
S 3814788 1 17 3 33 3 58371
S 3814808 2 23 0 30 1 58371
T 3860668 965156 0 59059
S 3860772 3 22 0 13 3 59059
S 3860816 1 32 2 17 3 59059
T 3873200 968288 3 59258
S 3873288 1 17 2 16 3 59258
S 3873292 3 19 1 21 1 59258
T 3890140 972523 2 59510
S 3890224 2 17 0 34 2 59510
S 3890252 3 24 0 20 1 59510
S 3890252 0 24 1 27 3 59510
S 3890292 2 34 0 15 1 59510
T 4098308 1024565 2 62751
S 4098456 1 33 0 26 3 62751
T 4149884 1037460 0 63544
S 4149956 2 13 2 25 3 63544
S 4149972 1 18 1 23 0 63544
T 4171052 1042752 1 63882
S 4171116 2 12 0 16 1 63882
S 4171128 3 15 1 33 2 63882
S 4171136 1 17 1 22 2 63882
S 4171196 3 31 3 18 2 63882
T 4172512 1043117 1 63904
S 4172600 3 17 2 31 2 63904
S 4172664 1 34 0 28 1 63904
T 4213016 1053242 3 64505
S 4213076 0 11 0 31 2 64505
S 4213100 1 17 0 34 3 64505
S 4213108 2 19 1 32 1 64505
T 4335288 1083811 0 66361
T 4365428 1091345 2 66830
S 4365488 1 11 0 28 2 66830
S 4365564 2 29 2 23 3 66830
T 4373724 1093419 2 66963
S 4373788 2 12 1 27 1 66963
S 4373856 1 29 1 25 1 66963
T 4393520 1098368 2 67260
T 4404228 1101046 0 67437
S 4404292 3 11 3 32 1 67437
S 4404304 2 14 3 17 1 67437
S 4404340 1 23 3 15 2 67437
T 4426116 1106517 2 67792
S 4426200 0 17 0 20 3 67792
S 4426216 3 21 0 32 3 67792
S 4426272 2 34 2 23 0 67792
T 4457216 1114292 2 68250
S 4457296 2 16 1 21 3 68250
T 4458052 1114502 0 68265
S 4458136 1 17 0 21 3 68265
S 4458196 3 32 1 33 0 68265
T 4483624 1120894 2 68651
S 4483700 0 14 2 34 3 68651
S 4483708 3 17 0 22 3 68651
T 4493352 1123326 2 68791
S 4493448 0 19 2 18 1 68791
S 4493488 3 29 2 25 0 68791
T 4534608 1133641 1 69404
S 4534696 0 17 2 31 3 69404
S 4534720 3 23 3 24 0 69404
T 4554436 1138597 3 69714
S 4554520 2 17 1 16 3 69714
T 4595472 1148857 0 70360
S 4595624 2 33 2 34 1 70360
T 4606308 1151565 3 70530
S 4606424 3 24 2 17 3 70530
T 4611100 1152763 2 70610
S 4611180 0 15 3 11 0 70610
S 4611248 2 32 3 22 3 70610
T 4628352 1157076 2 70888
