S 3.5 3 15.6
S 146.6 3 56.6
S 360.9 3 11.4
S 471.4 3 30.2
S 699.2 3 28.7
S 1111.0 3 1.7
S 1233.5 3 3.3
S 1469.3 3 63.9
S 1596.2 3 55.9
S 1829.7 3 29.2
S 1883.3 3 81.7
S 2055.9 3 23.6
S 2249.7 3 30.8
S 2514.5 3 38.7
S 2567.5 3 62.4
S 2784.9 3 26.1
S 2859.4 3 74.4
S 3119.1 3 15.8
S 3613.0 3 61.5
S 4016.3 3 84.2
S 4347.8 3 35.9
S 4657.8 3 70.7
S 4752.1 3 89.0
S 4987.5 3 72.2
S 5355.6 3 6.9
S 5487.1 3 49.7
S 5538.5 3 31.0
S 5630.5 3 45.0
S 5966.6 3 79.1
S 6242.0 3 18.4
S 6364.6 3 7.6
S 6557.5 3 33.8
S 6671.5 3 11.3
S 6764.9 3 12.0
S 6854.5 3 24.8
S 6961.7 3 17.6
S 7025.9 3 97.0
S 7213.9 3 6.8
S 7266.0 3 71.2
S 7380.2 3 74.7
S 7782.7 3 51.4
S 7847.2 3 7.3
S 8153.3 3 36.0
S 8445.3 3 97.7
S 8814.0 3 51.9
S 8995.8 3 67.5
S 9194.5 3 77.1
S 9337.7 3 55.9
S 9399.3 3 65.1
S 10069.2 3 70.1
S 10358.9 3 11.8
S 10651.8 3 64.0
S 11116.7 3 19.1
S 11355.7 3 73.5
S 11654.2 3 84.2
S 11818.2 3 96.8
S 11940.1 3 90.1
S 12033.3 3 8.3
S 12278.4 3 19.6
S 12476.8 3 82.9
S 12844.2 3 97.4
S 13076.2 3 78.3
S 13246.0 3 62.2
S 13554.1 3 64.1
S 13842.9 3 35.3
S 13931.1 3 2.0
S 14236.5 3 65.8
S 14323.0 3 42.2
S 14584.5 3 96.9
S 14827.0 3 28.4
S 15066.8 3 65.0
S 15184.5 3 75.3
S 15601.7 3 12.9
S 15774.0 3 59.3
S 15967.6 3 26.4
S 16474.5 3 56.4
S 16624.0 3 41.9
S 16742.6 3 99.2
S 16917.4 3 60.9
S 17053.0 3 91.9
S 17282.4 3 69.6
S 17468.6 3 1.6
S 17766.3 3 42.8
S 17966.1 3 73.8
S 18119.2 3 44.5
S 18333.3 3 9.2
S 18418.6 3 27.9
S 18708.8 3 60.6
S 18813.7 3 85.6
S 18917.0 3 59.3
S 19130.9 3 85.4
S 19314.8 3 43.0
S 19543.0 3 50.5
S 20223.1 3 16.0
S 20276.3 3 42.3
S 20472.9 3 3.4
S 20740.2 3 42.5
S 20824.4 3 48.4
S 20934.3 3 84.1
S 21489.0 3 49.5
S 21595.9 3 34.2
S 21674.4 3 51.3
S 22043.2 3 74.9
S 22181.1 3 69.3
S 22719.0 3 46.6
S 22809.1 3 7.2
S 22887.7 3 84.2
S 23020.0 3 27.0
S 23216.6 3 4.6
S 23289.1 3 19.9
S 23342.7 3 90.8
S 23966.4 3 98.4
S 24090.0 3 97.9
S 24367.7 3 87.5
S 24634.9 3 8.3
S 24688.1 3 53.4
S 24763.5 3 43.9
S 24866.5 3 30.4
S 25149.3 3 38.9
S 25303.3 3 37.1
S 25428.2 3 33.1
S 25972.1 3 61.6
S 26198.3 3 15.6
S 27311.4 3 25.1
S 27557.7 3 23.0
S 28243.8 3 74.3
S 28452.2 3 82.9
S 28977.0 3 73.7
S 29109.8 3 23.9
S 29241.7 3 91.5
S 29501.0 3 29.7
S 29779.1 3 54.0
S 30156.4 3 97.9
S 30509.6 3 74.7
S 30645.0 3 31.9
S 30874.9 3 81.3
S 31042.2 3 8.1
S 31519.9 3 85.0
S 31672.8 3 62.5
S 32147.3 3 51.1
S 32199.3 3 75.6
S 32320.9 3 20.1
S 32514.4 3 6.7
S 32730.8 3 97.5
S 32829.8 3 66.3
S 33134.9 3 18.3
S 33204.6 3 56.6
S 33279.2 3 85.7
S 33439.2 3 18.3
S 33884.2 3 79.5
S 34036.0 3 65.4
S 34341.6 3 8.5
S 34570.0 3 29.0
S 34803.8 3 93.6
S 35031.2 3 75.3
S 35348.1 3 20.9
S 35428.8 3 27.8
S 35854.9 3 11.7
S 36165.6 3 87.7
S 36474.4 3 53.3
S 37181.2 3 22.6
S 37308.5 3 60.3
S 37377.2 3 15.4
S 37483.7 3 54.1
S 38118.7 3 32.7
S 38176.8 3 57.2
S 38296.4 3 55.5
S 38383.5 3 46.9
S 38550.8 3 89.5
S 38748.1 3 59.9
S 38897.6 3 3.4
S 38962.8 3 14.9
S 39115.9 3 27.8
S 39169.2 3 96.6
S 39440.9 3 14.7
S 39597.9 3 14.0
S 39717.4 3 20.5
S 40121.2 3 64.5
S 40224.5 3 5.1
S 40512.3 3 21.9
S 40633.2 3 62.9
S 40726.0 3 73.0
S 40909.8 3 49.3
S 40966.9 3 50.6
S 41079.2 3 64.8
S 41149.9 3 79.1
S 41501.9 3 11.9
S 41975.9 3 94.1
S 42396.3 3 66.7
S 42671.9 3 24.6
S 42727.1 3 9.3
S 42803.3 3 50.4
S 43024.6 3 1.2
S 43094.9 3 69.0
S 43231.0 3 98.1
S 43339.0 3 29.4
S 43448.8 3 99.0
S 44231.7 3 92.9
S 44381.5 3 7.1
S 44917.3 3 35.7
S 45016.0 3 78.8
S 45187.7 3 69.4
S 45332.0 3 88.8
S 45615.2 3 16.0
S 47022.2 3 2.4
S 47638.1 3 18.6
S 48017.8 3 28.0
S 48068.9 3 84.1
S 48273.7 3 52.6
S 49251.4 3 14.6
S 49509.2 3 21.0
S 49756.4 3 21.8
S 50726.2 3 4.0
S 50780.3 3 41.0
S 50975.5 3 62.8
S 51231.9 3 97.1
S 51539.6 3 52.5
S 51596.9 3 2.2
S 51726.3 3 22.7
S 52250.6 3 57.5
S 52751.6 3 7.0
S 53110.7 3 12.3
S 53296.5 3 76.5
S 53376.2 3 0.7
S 53488.2 3 1.0
S 53585.2 3 59.9
S 53653.8 3 7.5
S 53709.1 3 85.6
S 53843.4 3 71.7
S 53974.2 3 6.2
S 54138.5 3 11.7
S 54308.5 3 63.7
